"c1","c2","c3","c4","c5","V5"
-13.4218819887057,-3.82922565308751,11.0791547241107,1.8518758002591,3.39941658911391,"surprise1"
-13.2808666043189,-4.19300928012185,10.9779497262667,1.88158587018136,3.2588872178671,"surprise2"
-12.2257618826021,-4.3978129236941,10.7085621851786,3.45328841113342,3.31641512596457,"surprise3"
-2.85418551200578,-6.67949513470332,9.02513390070733,6.18975554515255,3.43160506932178,"surprise4"
33.1283160017891,-13.2430518066387,1.67770711814207,11.0037052539221,2.7381071661953,"surprise5"
81.8551506845425,-22.1269829547627,-7.44981695211347,12.8846896425659,0.609714852982194,"surprise6"
112.156363101865,-26.3705720712657,-10.9401063151493,12.6803725867572,-2.02618264330205,"surprise7"
131.676489042358,-27.1933003376088,-11.8265446850947,10.124518601163,-4.25159055605929,"surprise8"
145.253131864094,-23.310633798905,-10.9279064688303,6.73911144521543,-5.78830567221079,"surprise9"
153.77427242847,-18.4848889148282,-9.43855996413042,3.08516746606168,-6.95921858994272,"surprise10"
161.227111237198,-16.5612029366183,-8.88634703460467,0.193031460990117,-7.96301109777768,"surprise11"
169.226974016626,-16.3478240263627,-9.00758130761522,-1.84100979622579,-9.1014014032907,"surprise12"
175.277116527633,-18.4497855665301,-9.80894559355047,-3.43024411303283,-10.1409129622154,"surprise13"
-13.4218819887057,-3.82922565308751,11.0791547241107,1.8518758002591,3.39941658911391,"disgust1"
-17.9844601949516,-0.200216047242862,10.5909061590452,1.32652503032927,0.823832499695591,"disgust2"
-29.9453611246089,7.70502331073516,7.64757684545815,2.4811050530962,-7.50399114388011,"disgust3"
-44.1468419495984,15.2288569551721,3.33452131636615,0.523863755699672,-18.048345298847,"disgust4"
-55.0819356947189,23.1273697713105,0.190363711958874,-1.41156177776978,-26.6874426208073,"disgust5"
-61.4936293475728,28.1462421472243,-1.60469620313556,-3.39451855380908,-31.8118278542376,"disgust6"
-13.4218819887057,-3.82922565308751,11.0791547241107,1.8518758002591,3.39941658911391,"happy1"
-13.4218819887057,-3.82922565308751,11.0791547241107,1.8518758002591,3.39941658911391,"happy2"
-13.6113366107343,-4.31472707564825,10.9439156354798,0.76473646655301,3.40832590843981,"happy3"
-13.9792584092252,-3.8250844758738,9.78552780442114,-1.26992556726988,3.43056431984542,"happy4"
-12.7399601696408,-1.07619788278248,4.24227432906693,-1.97565563820414,3.8095050616897,"happy5"
-10.015058526162,4.52775284986835,-8.08039420315011,-1.67438616978642,4.53834887872872,"happy6"
-9.8863668748586,11.8609094666869,-20.8045692965469,-0.26159761013196,4.50718784250185,"happy7"
-11.3377904166057,18.8398067658222,-29.2464463097274,1.21020664902536,4.16216443551937,"happy8"
-13.2542240158338,23.7141803701517,-34.4848422086624,1.90061385128373,3.80553401679907,"happy9"
-15.2449120659445,26.5900063502602,-37.8658876468169,2.12898705200017,3.47642549619141,"happy10"
-16.3559684643284,28.6852760391024,-40.0280945479366,2.63179843926256,3.27091052744152,"happy11"
-17.0367673488724,30.5713329773897,-41.6799092691618,2.44001531618281,3.18728929757021,"happy12"
-17.5398153319172,32.0113855289918,-42.7094865333404,1.46159507460758,3.14751231994955,"happy13"
-17.8133635468521,32.6619146522133,-43.2514568390232,-0.0572363480269746,3.16346531043471,"happy14"
-17.8133635468521,32.6619146522133,-43.2514568390232,-0.0572363480269746,3.16346531043471,"happy15"
-17.9572106596102,33.4396883340144,-43.1027148947575,-1.5102604812663,3.24235016828056,"happy16"
-7.37064249615033,-2.27501716740846,12.2968481839163,2.34026934943341,3.75264449773343,"surprise1"
8.248350563758,-2.53976839689703,13.6097396455701,1.91411334733656,4.60124871102052,"surprise2"
31.1591814506026,-6.85109508156307,13.9848429892444,2.05680127699536,5.34883957279086,"surprise3"
49.7466140307593,-12.7929763334926,12.9075971876673,2.44535727599468,5.8251052670873,"surprise4"
61.3648946297493,-17.7370916951253,11.5517191087878,3.41400413812484,6.15805587730027,"surprise5"
64.1366710579067,-16.2995667065519,12.5208200920165,3.43014089000192,6.31556553100379,"surprise6"
62.5373671761618,-10.2285457294847,14.8098380116897,2.21249955923492,6.47595673789342,"surprise7"
60.2833019580859,-2.42068624451538,17.2884275303811,1.99467802255688,6.67566843777735,"surprise8"
57.9679673060342,4.25078682621256,19.3073490532598,2.68723944962481,6.61621238479299,"surprise9"
56.7893604436986,9.9860891364455,21.05728715583,4.75261606107152,6.49032009238514,"surprise10"
-18.2486154299605,-2.34056695804616,10.734149885379,2.30736134630478,1.04595538183084,"disgust1"
-24.7924950297241,0.491108761534927,10.4158115185475,2.72060415024088,-2.26015656852904,"disgust2"
-31.2114569036917,4.86523471161241,9.8945421732785,3.54508617590009,-5.49348583960179,"disgust3"
-40.3185245672283,13.475195900156,9.89855329776147,3.3757458160582,-9.93357667959152,"disgust4"
-48.0245678117932,20.8796369411627,9.39522162068069,3.61596768468144,-13.7229535577051,"disgust5"
-54.6661042380236,26.1094851662997,7.84984833683539,4.77401508794218,-17.685764417301,"disgust6"
-59.2938315778964,29.6926118372839,6.70973461175987,5.16298314479817,-20.4561635800394,"disgust7"
-62.266858329608,32.6655146740695,6.28642672140051,4.57646586609546,-22.0321751585146,"disgust8"
-63.9575949917311,34.3929386266165,6.19958816194742,3.30697676524652,-22.7972716751619,"disgust9"
-64.8870941543505,35.1322151261405,5.99867077953187,2.36078744610988,-23.3410839883097,"disgust10"
-14.1148451903217,-5.14874193637146,10.7596001964957,1.33446330389461,2.80717791030654,"anger1"
-16.1783066986885,-7.34312876400593,10.2708033551588,0.562747773825467,1.20452425386215,"anger2"
-18.5397277956586,-9.84119868529413,9.68053245667294,0.505021669124693,-0.797520505631919,"anger3"
-21.1295580637869,-11.5545952413436,9.31205098955007,0.865090302171843,-2.9630629702621,"anger4"
-24.066899299769,-12.5986912200696,9.18770219572218,0.487926003186678,-5.16576776499778,"anger5"
-27.2593407699035,-14.3320956026586,8.83537283947405,0.761471194435071,-7.59766108710814,"anger6"
-32.5657399320859,-14.0762897556242,9.25486125360701,0.601932927770184,-11.3488763367676,"anger7"
-40.2657060137607,-11.3228081680831,10.5598063952059,0.90187464824907,-16.2115964269439,"anger8"
-45.3533158682912,-9.25436266236655,11.4131111511284,2.04558781259423,-19.2998620586156,"anger9"
-48.9466210324993,-7.45681874553653,12.0603713434052,3.3357099092658,-21.4073877485028,"anger10"
-51.5865960395202,-6.33324083467659,12.4296326800388,5.1563984391301,-23.0188268912296,"anger11"
-52.9615314519537,-6.26914815895434,12.4909395558783,5.97522045588548,-23.943130523599,"anger12"
-53.9286502668736,-6.52873655021799,12.4494563721205,6.54928142471977,-24.5875918253534,"anger13"
-13.5830002357735,-4.14467465262817,10.3192711694018,1.32275645832602,3.41889508841367,"contempt1"
-14.1477058026569,-2.95670364287975,9.63125387718147,2.24460644918942,3.48769692468481,"contempt2"
-14.9350432475327,-2.8461714223287,9.18316076646037,1.34630957191193,3.45052791265219,"contempt3"
-15.6073564074544,-2.84913610801383,7.88731602433193,-0.223608573305145,3.55329779292627,"contempt4"
-16.313179702485,-1.44862848843568,6.99216603494748,-0.029537048311516,3.77627510388594,"contempt5"
-16.9847136535075,-0.48390481172136,6.23478887203683,0.930913328760873,3.70388695364414,"contempt6"
-17.7013343163356,0.821206371688521,4.92293306578248,2.44255374850248,3.79873398688091,"contempt7"
-18.511290673026,2.4159518367135,3.58095813013554,3.55065408305608,3.7701525654036,"contempt8"
-19.4488610355451,4.26025015438253,2.29337159553232,3.05658382704047,4.02668566385338,"contempt9"
-18.9948719464225,4.57745488328017,2.08815581073134,3.83277347943489,4.10021916272631,"contempt10"
-19.1888706605925,5.01069435086878,1.43027504563361,4.48405430837726,4.17140668385258,"contempt11"
-19.0790685618084,5.71644626366507,1.50977018685824,5.35016939072744,4.21020298313917,"contempt12"
-18.9178934356221,5.94390316923522,1.50310415412432,5.11328154153966,4.33510417663756,"contempt13"
-18.7444415268431,5.9613748303446,0.912097170520416,4.13729105916868,4.6947283417083,"contempt14"
-18.880164209836,6.3131772639876,0.412148253468796,4.74368109404073,4.80520698237201,"contempt15"
-18.4773513115105,5.99843997538919,0.381042933636457,4.16933146316464,5.02077308788506,"contempt16"
-18.8085515779196,5.67022848642081,0.0895084542089902,3.15184071864621,5.18761676456357,"contempt17"
-18.7659860107685,5.68591623193603,0.061408975182456,3.07364570901183,5.22704458654485,"contempt18"
-19.6109615487853,6.14425456515814,-1.05281559968276,1.63391498800996,5.5606322514015,"contempt19"
-20.6035216457216,5.41727663928775,-3.15535652608341,0.102958462183334,5.94089192599129,"contempt20"
-12.8604972028084,-2.33917345254428,10.7831565042316,2.92391783957398,4.25396782394175,"contempt1"
-12.9245177751797,-0.692044932942204,10.9787529807408,3.31250716952371,4.60171041294092,"contempt2"
-12.9464923714263,0.185006837311869,10.9609233735751,3.1520497478663,4.72011804985797,"contempt3"
-13.6363915863932,0.333101067100538,11.8198663356791,1.25301269802367,4.66005750470962,"contempt4"
-13.1593342784997,1.00255523132126,10.8410896810927,2.07371657635678,4.67257949295741,"contempt5"
-13.1680388176104,0.87918314883971,10.5874391327237,0.629883836733812,4.6507935542419,"contempt6"
-12.8084453990213,0.932307931023294,9.7756510410106,-0.40290288741503,4.84464222983339,"contempt7"
-13.4611038072723,-4.01098612220885,12.0108917396207,2.03396245498213,2.18432830810477,"anger1"
-13.2866085273688,-4.83240143617203,12.1816642221905,1.04796404528413,2.11976473675777,"anger2"
-13.1249381919891,-5.32872838960267,12.012539750456,1.22739468723137,2.23038563960853,"anger3"
-13.1943737408143,-5.38166252045456,12.0317019130745,1.17666855741015,2.11830037754749,"anger4"
-13.2222518626516,-5.32946464478073,12.0948260968677,1.16608310745633,2.05542035236399,"anger5"
-13.460173012397,-4.83211517045316,12.4499166841608,0.953272233503898,1.76573571660856,"anger6"
-13.4125134530361,-4.66062128324933,12.5157456522378,1.03298660966998,1.76129798992284,"anger7"
-13.2188143730667,-4.50977091964393,12.6095840178373,1.81923813510589,1.82945622802653,"anger8"
-13.2639373762063,-4.80485325362398,12.6370560983244,2.07416603212268,1.64902496083462,"anger9"
-13.2598397668167,-4.75784685728714,12.6412325569696,2.12206678723559,1.65914283578867,"anger10"
-13.1858319600284,-4.63972431990049,12.7767132331272,3.14176812134045,1.56209128524432,"anger11"
-12.8149530436878,-5.0813145829293,12.3671090111194,4.27227636788674,1.79189874888779,"anger12"
-12.7080697638498,-6.38791350819774,11.8870194220087,4.95599528246074,1.8270717330566,"anger13"
-13.1629740252157,-7.00844654972628,12.0454323503054,5.62718416727454,1.10636723712616,"anger14"
-12.8145368079401,-7.22199270308117,12.0872929940111,5.43782011409176,1.09828351669019,"anger15"
-12.8183967951982,-7.23071567831096,12.0950554934155,5.42876652288151,1.09056197828727,"anger16"
